,team,opponent,W,L,GF,GA,SF,SA,PP%,PK%,FOW%,date,home_ind
1924,STL,PHI,0,1,3,4,29,31,50.0,66.7,45.3,2015-12-21,0
1925,NYI,PHI,0,1,0,4,20,31,0.0,100.0,39.3,2016-01-09,0
1926,ARI,STL,0,1,2,5,27,26,0.0,66.7,67.2,2016-04-04,0
1927,STL,MTL,0,1,0,3,38,36,0.0,100.0,52.0,2015-10-20,0
1928,OTT,DET,0,1,3,5,36,28,0.0,33.3,49.3,2015-10-31,1
1929,VAN,SJS,0,1,2,3,30,30,0.0,75.0,50.0,2016-03-03,1
1930,WPG,NSH,0,1,1,4,27,28,0.0,66.7,48.1,2016-01-21,1
1931,WPG,CHI,0,1,0,2,25,31,0.0,60.0,47.1,2015-12-11,0
1932,SJS,VAN,0,1,2,4,34,26,0.0,57.1,58.8,2016-03-05,1
1933,CBJ,CAR,0,1,1,4,36,29,20.0,75.0,38.7,2016-01-08,0
1934,CHI,NSH,0,1,1,5,36,34,0.0,0.0,46.8,2015-12-10,0
1935,ARI,FLA,0,1,2,3,24,25,33.3,75.0,58.8,2016-02-25,0
1936,MTL,COL,0,1,2,3,34,28,0.0,66.7,49.2,2016-02-17,0
1937,NYR,PIT,0,1,3,5,27,33,25.0,66.7,52.8,2016-03-13,1
1938,PHI,CAR,0,1,1,3,37,18,0.0,100.0,52.7,2016-02-23,0
1939,CGY,MTL,0,1,2,6,32,31,0.0,66.7,50.7,2015-10-30,1
1940,BUF,FLA,0,1,1,5,32,27,20.0,100.0,51.6,2016-01-05,1
1941,TBL,NYR,0,1,2,5,22,26,40.0,100.0,49.1,2015-12-30,1
1942,DET,SJS,0,1,2,3,28,14,0.0,100.0,49.0,2015-11-13,1
1943,CBJ,CGY,0,1,2,4,29,27,0.0,0.0,51.1,2016-01-21,1
1944,EDM,CGY,0,1,0,5,28,35,0.0,83.3,46.0,2016-04-02,1
1945,VAN,PIT,0,1,4,5,32,30,0.0,80.0,56.3,2016-01-23,0
1946,MTL,CBJ,0,1,2,5,30,26,16.7,33.3,55.7,2016-01-26,1
1947,CGY,DET,0,1,2,4,28,35,33.3,100.0,29.1,2015-12-20,0
1948,VAN,LAK,0,1,0,5,27,38,0.0,66.7,32.8,2015-12-28,1
1949,PIT,MTL,0,1,2,3,33,30,0.0,50.0,55.8,2015-10-13,1
1950,PIT,NYI,0,1,1,2,35,27,0.0,50.0,44.3,2016-03-08,0
1951,EDM,TBL,0,1,2,3,26,26,33.3,100.0,50.0,2016-01-08,1
1952,CBJ,NYR,0,1,2,4,29,30,0.0,100.0,51.7,2016-04-04,1
1953,PHI,NJD,0,1,1,4,28,33,0.0,60.0,43.3,2015-10-29,1
1954,EDM,LAK,0,1,2,5,44,33,0.0,50.0,42.6,2015-12-29,1
1955,NYR,COL,0,1,1,2,25,18,0.0,0.0,40.8,2015-12-03,1
1956,PHI,COL,0,1,0,4,25,40,0.0,50.0,53.7,2015-11-10,1
1957,WPG,DAL,0,1,3,5,24,27,33.3,75.0,45.8,2016-02-02,1
1958,NSH,CHI,0,1,2,3,43,23,20.0,100.0,47.4,2016-01-12,0
1959,VAN,SJS,0,1,1,4,24,28,0.0,75.0,43.6,2016-02-28,1
1960,BUF,NYR,0,1,2,4,36,26,0.0,50.0,50.0,2016-03-08,1
1961,CBJ,PHI,0,1,0,6,19,36,0.0,100.0,53.2,2016-03-05,0
1962,TOR,MTL,0,1,1,4,32,36,0.0,100.0,46.7,2016-02-27,0
1963,BUF,ANA,0,1,0,1,26,29,0.0,66.7,41.0,2016-02-24,0
1964,MIN,WSH,0,1,2,3,32,27,33.3,0.0,50.0,2016-02-26,0
1965,CBJ,MTL,0,1,1,2,23,26,0.0,75.0,58.6,2015-12-01,0
1966,PHI,EDM,0,1,2,4,22,49,0.0,80.0,49.2,2015-11-03,0
1967,BOS,NYR,0,1,2,5,41,24,0.0,66.7,62.7,2016-03-23,0
1968,OTT,MTL,0,1,1,3,26,42,0.0,100.0,46.3,2015-12-12,0
1969,CGY,NJD,0,1,2,4,28,26,50.0,100.0,52.0,2016-01-19,0
1970,CBJ,NYR,0,1,1,2,27,23,0.0,100.0,50.8,2016-02-29,0
1971,BOS,WSH,0,1,2,3,27,29,25.0,66.7,49.1,2016-01-05,1
1972,NYI,WSH,0,1,2,3,26,23,0.0,100.0,52.9,2016-02-04,0
1973,ARI,WPG,0,1,2,5,34,37,0.0,75.0,61.5,2016-01-26,0
1974,CAR,NYR,0,1,1,4,31,32,0.0,100.0,48.1,2016-01-22,1
1975,SJS,CAR,0,1,2,5,24,37,0.0,50.0,36.0,2016-02-19,0
1976,OTT,NJD,0,1,3,6,32,20,25.0,0.0,57.6,2016-01-21,0
1977,PHI,ARI,0,1,1,2,35,17,20.0,66.7,41.9,2016-03-26,0
1978,LAK,DAL,0,1,2,3,26,39,0.0,66.7,54.7,2016-04-02,1
1979,WPG,STL,0,1,2,4,29,41,28.6,83.3,44.4,2015-10-18,1
1980,TBL,DAL,0,1,3,4,20,33,100.0,100.0,47.4,2016-03-17,0
1981,OTT,NJD,0,1,0,3,36,21,0.0,75.0,59.0,2015-12-30,1
1982,TOR,BOS,0,1,0,2,22,37,0.0,100.0,45.3,2015-11-21,0
1983,ANA,PIT,0,1,2,6,38,35,0.0,100.0,38.4,2016-02-08,0
1984,TOR,CHI,0,1,1,4,29,29,0.0,66.7,54.9,2016-01-15,1
1985,ANA,DAL,0,1,3,4,20,34,25.0,66.7,50.0,2015-10-27,0
1986,NYR,NSH,0,1,3,5,29,35,0.0,0.0,39.0,2015-12-28,0
1987,TOR,WPG,0,1,1,6,33,35,0.0,80.0,58.2,2015-12-02,0
1988,EDM,COL,0,1,2,3,28,25,0.0,50.0,47.2,2016-03-20,1
1989,ARI,CGY,0,1,2,5,24,21,50.0,33.3,59.4,2016-03-28,1
1990,ANA,NYI,0,1,1,4,25,29,33.3,100.0,56.7,2015-11-13,1
1991,ARI,NYR,0,1,1,4,40,30,25.0,75.0,54.8,2015-11-07,1
1992,VAN,ANA,0,1,0,4,25,30,0.0,66.7,38.3,2015-11-30,0
1993,OTT,ARI,0,1,1,4,36,26,0.0,100.0,50.8,2015-10-24,1
1994,BOS,TBL,0,1,3,6,30,23,75.0,50.0,50.8,2015-10-12,1
1995,CAR,NJD,0,1,1,5,31,27,0.0,75.0,67.1,2015-12-03,1
1996,EDM,CHI,0,1,0,4,33,37,0.0,100.0,52.6,2015-12-17,0
1997,MTL,WSH,0,1,2,3,35,19,0.0,100.0,57.1,2015-12-03,1
1998,COL,WSH,0,1,3,7,27,32,100.0,75.0,35.0,2015-11-21,0
1999,EDM,ANA,0,1,0,1,21,35,0.0,50.0,56.1,2015-12-31,1
2000,DAL,CHI,0,1,1,5,37,26,0.0,80.0,41.4,2016-02-06,1
2001,FLA,STL,0,1,3,5,32,28,0.0,0.0,44.4,2016-02-12,1
2002,MTL,CBJ,0,1,2,5,34,25,33.3,100.0,55.4,2016-01-25,0
2003,TBL,NYI,0,1,2,5,34,36,0.0,50.0,53.2,2016-04-04,0
2004,PIT,PHI,0,1,1,3,19,36,0.0,100.0,36.2,2016-04-09,0
2005,CGY,EDM,0,1,2,5,24,28,25.0,75.0,43.4,2015-10-17,1
2006,NYI,DAL,0,1,0,3,27,36,0.0,100.0,43.8,2016-03-19,0
2007,EDM,ANA,0,1,1,2,28,25,0.0,100.0,56.9,2016-03-28,1
2008,CHI,CAR,0,1,1,2,36,27,0.0,0.0,44.6,2015-12-27,1
2009,ARI,VAN,0,1,1,2,34,26,25.0,100.0,51.4,2016-02-10,1
2010,WPG,NSH,0,1,0,7,20,34,0.0,60.0,43.5,2015-11-14,0
2011,WPG,BUF,0,1,2,4,44,29,50.0,66.7,45.8,2016-01-10,1
2012,NJD,TBL,0,1,1,3,26,36,16.7,85.7,56.3,2016-04-02,0
2013,FLA,MIN,0,1,1,3,18,27,33.3,80.0,44.1,2016-02-28,0
2014,DET,CHI,0,1,1,4,34,26,0.0,33.3,46.2,2016-03-06,0
2015,LAK,VAN,0,1,0,3,15,26,0.0,100.0,50.9,2015-10-13,1
2016,NYI,LAK,0,1,1,2,32,22,0.0,66.7,54.2,2015-11-12,0
2017,EDM,COL,0,1,1,5,40,29,0.0,0.0,42.9,2015-12-19,0
2018,LAK,VAN,0,1,2,3,42,24,0.0,75.0,63.1,2016-04-04,0
2019,TOR,BOS,0,1,1,3,26,33,0.0,50.0,55.4,2016-03-26,1
2020,NYR,WPG,0,1,2,5,28,36,50.0,100.0,45.6,2015-12-18,0
2021,VAN,SJS,0,1,1,4,24,31,0.0,75.0,40.6,2016-03-29,1
2022,COL,NYR,0,1,1,2,30,33,20.0,50.0,50.9,2015-11-06,1
2023,CBJ,WPG,0,1,4,6,29,35,25.0,66.7,57.4,2015-12-10,0
2024,BOS,OTT,0,1,1,3,39,22,0.0,50.0,62.3,2015-12-27,0
2025,VAN,STL,0,1,0,3,19,50,0.0,75.0,42.0,2016-03-19,1
2026,CBJ,BUF,0,1,0,4,38,35,0.0,80.0,52.7,2016-02-19,1
2027,TBL,WSH,0,1,1,2,36,20,25.0,100.0,54.3,2015-12-12,1
2028,EDM,MTL,0,1,1,5,24,36,0.0,66.7,42.9,2016-02-06,0
2029,TBL,WSH,0,1,2,4,34,37,0.0,25.0,44.6,2015-11-27,0
2030,EDM,CHI,0,1,2,4,36,28,100.0,75.0,48.6,2015-11-08,0
2031,NYR,BUF,0,1,3,4,36,24,0.0,100.0,48.3,2016-04-02,1
2032,ARI,COL,0,1,1,3,38,37,0.0,50.0,57.1,2016-03-07,0
2033,ARI,BOS,0,1,0,6,24,27,0.0,75.0,50.0,2015-10-27,0
2034,CGY,SJS,0,1,4,5,35,18,75.0,0.0,60.3,2016-01-11,1
2035,BOS,DAL,0,1,3,5,39,19,25.0,25.0,59.1,2015-11-03,1
2036,ANA,LAK,0,1,2,3,32,26,0.0,50.0,50.0,2016-01-17,1
2037,LAK,WPG,0,1,1,4,34,24,33.3,100.0,63.8,2016-03-24,0
2038,NYI,WSH,0,1,1,4,35,38,0.0,100.0,50.0,2016-01-07,1
2039,NJD,CBJ,0,1,1,2,28,25,0.0,100.0,52.8,2015-11-25,1
2040,CAR,NYR,0,1,3,4,36,22,0.0,50.0,53.7,2015-11-30,0
2041,TBL,PHI,0,1,2,4,18,40,0.0,80.0,45.6,2016-03-07,0
2042,VAN,WSH,0,1,1,4,30,40,33.3,100.0,37.0,2016-01-14,0
2043,NJD,FLA,0,1,1,5,16,26,33.3,66.7,52.6,2015-12-17,1
2044,TBL,WSH,0,1,3,5,19,23,0.0,25.0,51.1,2015-12-18,0
2045,TBL,MTL,0,1,2,5,23,29,0.0,83.3,54.1,2016-04-09,0
2046,MTL,VAN,0,1,1,5,26,28,0.0,50.0,44.6,2015-10-27,0
2047,NYR,OTT,0,1,0,3,35,33,0.0,100.0,59.6,2016-01-24,0
2048,COL,PIT,0,1,3,4,31,30,20.0,75.0,45.9,2015-11-19,0
2049,COL,BOS,0,1,2,6,22,25,25.0,100.0,47.2,2015-10-14,1
2050,MIN,BOS,0,1,2,4,33,19,0.0,100.0,44.4,2016-02-13,1
2051,NYI,DET,0,1,1,5,29,20,20.0,66.7,52.2,2016-02-06,0
2052,CBJ,WPG,0,1,2,3,21,27,0.0,66.7,43.8,2015-10-31,1
2053,DAL,LAK,0,1,2,5,26,22,33.3,100.0,38.6,2016-03-15,1
2054,MIN,WSH,0,1,3,4,36,33,20.0,80.0,67.6,2016-02-11,1
2055,TBL,MTL,0,1,2,4,39,27,0.0,100.0,50.8,2016-02-09,0
2056,OTT,PHI,0,1,2,3,35,36,100.0,25.0,52.0,2016-04-02,0
2057,CHI,TBL,0,1,1,2,18,33,0.0,75.0,33.3,2016-01-21,0
2058,NSH,COL,0,1,3,4,35,27,0.0,100.0,43.1,2016-03-28,1
2059,PIT,CGY,0,1,2,4,31,30,0.0,100.0,54.7,2016-03-05,1
2060,FLA,ANA,0,1,1,3,25,41,0.0,66.7,50.0,2015-11-19,1
2061,TOR,BOS,0,1,2,3,29,45,0.0,100.0,57.1,2016-01-16,0
2062,MIN,NSH,0,1,2,3,22,39,0.0,80.0,55.4,2015-12-19,0
2063,NYI,ARI,0,1,0,1,25,29,0.0,100.0,40.4,2015-12-19,0
2064,NSH,COL,0,1,2,3,36,25,0.0,80.0,50.0,2015-12-12,1
2065,OTT,FLA,0,1,2,3,32,16,0.0,100.0,64.8,2016-01-07,1
2066,EDM,ARI,0,1,1,4,28,21,0.0,66.7,43.3,2015-11-12,0
2067,EDM,WSH,0,1,4,7,23,26,16.7,50.0,48.4,2015-10-23,1
2068,NSH,VAN,0,1,2,4,37,28,0.0,100.0,52.7,2016-03-12,0
2069,BOS,SJS,0,1,4,5,29,28,66.7,60.0,54.1,2015-11-17,1
2070,STL,TOR,0,1,1,4,28,29,0.0,100.0,48.5,2015-12-05,1
2071,SJS,CBJ,0,1,2,5,43,24,0.0,50.0,67.6,2015-11-03,1
2072,BUF,TOR,0,1,1,4,21,31,0.0,100.0,50.0,2016-03-19,0
2073,PHI,NYI,0,1,1,3,18,36,20.0,100.0,61.2,2015-11-25,0
2074,SJS,ANA,0,1,0,1,31,17,0.0,100.0,58.5,2015-11-07,1
2075,NJD,STL,0,1,2,5,24,37,0.0,66.7,50.7,2016-01-12,0
2076,CHI,WPG,0,1,1,3,46,31,33.3,66.7,46.5,2015-10-29,0
2077,DET,EDM,0,1,1,3,29,28,0.0,66.7,58.6,2015-10-21,0
2078,DAL,BOS,0,1,3,7,29,42,0.0,50.0,55.7,2016-02-20,1
2079,SJS,ARI,0,1,1,3,28,22,0.0,50.0,41.2,2016-03-17,0
2080,CHI,DAL,0,1,2,5,23,31,0.0,66.7,55.6,2016-03-11,0
2081,OTT,BUF,0,1,2,3,36,22,0.0,50.0,57.1,2016-01-26,1
2082,FLA,PHI,0,1,0,1,31,33,0.0,100.0,50.0,2015-10-12,0
2083,MTL,WSH,0,1,1,3,30,33,0.0,100.0,56.9,2015-12-26,0
2084,ANA,BUF,0,1,0,3,44,22,0.0,100.0,45.5,2015-12-17,0
2085,MTL,FLA,0,1,3,4,28,39,0.0,50.0,47.1,2016-04-02,0
2086,OTT,DAL,0,1,1,2,24,25,0.0,50.0,53.0,2016-03-06,1
2087,EDM,MIN,0,1,2,5,33,27,0.0,33.3,48.1,2016-02-18,1
2088,ANA,CAR,0,1,1,5,32,24,0.0,66.7,48.2,2015-12-11,1
2089,STL,EDM,0,1,4,6,28,27,33.3,33.3,58.8,2016-03-16,0
2090,BUF,EDM,0,1,2,4,34,28,25.0,0.0,45.8,2015-12-06,0
2091,NSH,STL,0,1,0,4,45,28,0.0,33.3,61.4,2015-11-07,1
2092,ANA,STL,0,1,2,5,28,23,33.3,100.0,32.7,2016-03-11,0
2093,MTL,BUF,0,1,2,4,35,32,50.0,66.7,50.0,2016-02-03,1
2094,TOR,MIN,0,1,1,2,22,22,0.0,50.0,50.9,2016-03-03,1
2095,VAN,BOS,0,1,0,4,17,22,0.0,100.0,46.3,2015-12-05,1
2096,DET,WPG,0,1,1,4,34,25,16.7,50.0,44.2,2015-12-29,0
2097,TOR,OTT,0,1,1,6,27,25,0.0,100.0,50.9,2016-02-06,0
2098,STL,PHI,0,1,2,4,37,29,50.0,100.0,67.2,2015-12-10,1
2099,EDM,MIN,0,1,3,4,25,28,0.0,50.0,51.0,2015-10-27,0
2100,ANA,NSH,0,1,1,5,28,29,20.0,80.0,57.4,2015-10-22,0
2101,NSH,WSH,0,1,1,4,21,29,33.3,100.0,41.4,2016-03-18,0
2102,DET,CBJ,0,1,3,5,35,32,20.0,60.0,52.4,2016-03-08,0
2103,ARI,CHI,0,1,2,6,31,32,0.0,50.0,53.8,2016-04-05,0
2104,COL,WPG,0,1,2,4,34,39,25.0,50.0,48.7,2016-02-06,1
2105,NJD,PHI,0,1,3,6,24,26,14.3,50.0,60.3,2016-02-16,1
2106,CHI,BOS,0,1,2,4,27,25,50.0,50.0,54.1,2016-03-03,0
2107,TBL,NYR,0,1,2,3,41,28,16.7,83.3,47.3,2016-04-05,0
2108,TOR,NYI,0,1,3,6,33,21,0.0,100.0,44.8,2015-12-29,1
2109,CGY,TOR,0,1,2,5,25,26,0.0,100.0,56.7,2016-03-21,0
2110,NSH,NYI,0,1,3,4,47,28,0.0,100.0,50.0,2015-10-15,0
2111,CBJ,NSH,0,1,1,5,19,48,0.0,66.7,65.0,2016-03-26,0
2112,NSH,MIN,0,1,0,4,23,27,0.0,50.0,48.3,2015-11-21,0
2113,CAR,SJS,0,1,2,5,34,21,33.3,100.0,42.6,2015-10-24,0
2114,COL,MIN,0,1,3,6,33,30,33.3,100.0,45.7,2016-03-01,0
2115,VAN,NSH,0,1,1,2,29,19,0.0,100.0,43.2,2016-01-26,1
2116,CAR,ANA,0,1,1,4,25,20,0.0,0.0,56.6,2015-11-16,1
2117,WSH,ARI,0,1,0,3,31,27,0.0,100.0,51.1,2016-04-02,0
2118,NYI,BOS,0,1,1,3,26,31,0.0,0.0,50.0,2016-03-12,0
2119,FLA,LAK,0,1,1,4,19,35,0.0,0.0,41.2,2015-11-07,0
2120,CGY,COL,0,1,3,6,25,42,0.0,66.7,50.9,2015-11-03,0
2121,CBJ,CHI,0,1,1,4,23,30,0.0,60.0,43.8,2015-10-17,0
2122,NJD,TBL,0,1,2,4,22,22,0.0,100.0,54.5,2016-04-07,1
2123,WSH,DAL,0,1,2,3,35,31,0.0,100.0,40.0,2015-11-19,1
2124,EDM,TBL,0,1,4,6,26,31,0.0,100.0,59.0,2016-01-19,0
2125,MIN,OTT,0,1,2,3,25,22,0.0,100.0,54.2,2016-03-31,1
2126,BOS,BUF,0,1,3,6,33,29,0.0,100.0,55.0,2015-12-26,1
2127,BUF,NSH,0,1,2,3,32,20,0.0,100.0,57.4,2015-11-25,1
2128,SJS,NYR,0,1,0,4,22,28,0.0,0.0,60.0,2015-10-19,0
2129,VAN,MIN,0,1,2,6,31,41,0.0,40.0,40.3,2015-12-15,0
2130,STL,DAL,0,1,0,3,22,38,0.0,33.3,46.4,2015-12-27,0
2131,SJS,CGY,0,1,2,4,33,33,33.3,85.7,58.5,2015-12-08,0
2132,ARI,NYR,0,1,1,4,35,27,0.0,66.7,40.0,2015-10-22,0
2133,PHI,TOR,0,1,2,3,33,35,33.3,100.0,44.9,2016-01-19,1
2134,WPG,SJS,0,1,1,4,22,27,33.3,83.3,54.8,2016-01-12,1
2135,DET,CAR,0,1,1,3,26,21,0.0,100.0,45.8,2015-10-27,1
2136,PIT,STL,0,1,2,5,38,25,0.0,100.0,54.7,2016-01-18,0
2137,FLA,CHI,0,1,2,3,18,27,25.0,75.0,50.6,2015-10-22,0
2138,COL,TBL,0,1,0,4,21,38,0.0,100.0,41.7,2016-01-12,1
2139,NSH,WSH,0,1,3,5,26,23,16.7,66.7,45.3,2016-02-09,1
2140,FLA,NYR,0,1,2,4,27,32,100.0,50.0,37.5,2016-03-21,0
2141,MTL,NSH,0,1,1,5,36,19,33.3,66.7,44.6,2015-12-21,0
2142,WSH,PIT,0,1,2,6,18,31,0.0,85.7,54.8,2016-03-20,0
2143,FLA,TBL,0,1,1,3,27,32,0.0,100.0,47.2,2016-01-17,0
2144,SJS,EDM,0,1,3,6,26,22,50.0,100.0,55.2,2016-03-24,1
2145,BUF,PIT,0,1,3,4,53,29,0.0,0.0,51.6,2015-10-29,0
2146,NSH,STL,0,1,0,1,16,23,0.0,100.0,56.5,2016-02-02,1
2147,BUF,CHI,0,1,1,3,29,45,0.0,100.0,55.4,2016-01-08,0
2148,BOS,COL,0,1,2,3,27,30,50.0,100.0,52.5,2015-11-12,1
2149,DET,NYR,0,1,2,3,33,20,25.0,100.0,50.8,2016-04-09,0
2150,NJD,CAR,0,1,1,3,20,25,0.0,100.0,50.0,2015-12-26,0
2151,EDM,ARI,0,1,2,4,29,31,50.0,66.7,41.3,2016-03-22,0
2152,NYI,EDM,0,1,1,3,37,26,0.0,100.0,46.2,2016-02-28,0
2153,CAR,FLA,0,1,0,2,24,18,0.0,100.0,39.7,2015-12-18,1
2154,SJS,DAL,0,1,3,5,29,25,50.0,80.0,46.2,2015-10-31,0
2155,CBJ,DET,0,1,1,3,28,22,33.3,100.0,47.4,2016-03-17,1
2156,NYI,COL,0,1,1,2,34,30,20.0,100.0,45.8,2015-12-17,0
2157,EDM,SJS,0,1,0,3,31,22,0.0,50.0,49.1,2016-03-08,1
2158,OTT,NYI,0,1,1,3,23,23,0.0,100.0,52.5,2016-03-23,0
2159,NJD,PIT,0,1,1,6,18,30,0.0,75.0,50.9,2016-03-06,1
2160,EDM,NYR,0,1,2,4,20,21,16.7,80.0,47.1,2015-12-15,0
2161,COL,STL,0,1,1,5,31,39,0.0,66.7,45.5,2016-04-03,1
2162,CBJ,PIT,0,1,2,3,27,31,0.0,66.7,54.0,2016-03-11,1
2163,EDM,LAK,0,1,1,2,27,36,0.0,100.0,47.7,2016-02-25,0
2164,MIN,ANA,0,1,1,3,26,27,0.0,100.0,53.6,2016-01-20,0
2165,MTL,FLA,0,1,1,4,33,19,16.7,60.0,45.8,2016-04-05,1
2166,BUF,CGY,0,1,3,4,30,32,66.7,100.0,50.0,2015-12-10,0
2167,BUF,MTL,0,1,2,3,38,34,0.0,75.0,50.0,2016-03-10,0
2168,BUF,STL,0,1,1,2,25,26,0.0,0.0,45.5,2015-11-23,1
2169,NYI,TBL,0,1,4,7,31,42,0.0,100.0,45.9,2016-03-25,0
2170,BUF,WSH,0,1,2,5,27,43,0.0,66.7,52.4,2015-12-30,0
2171,CAR,NYR,0,1,0,3,33,23,0.0,100.0,63.8,2015-11-10,0
2172,WPG,DAL,0,1,3,5,25,27,0.0,60.0,53.2,2016-02-23,1
2173,ANA,DET,0,1,1,2,31,24,0.0,100.0,45.8,2016-01-10,1
2174,WPG,MIN,0,1,3,5,28,28,50.0,100.0,49.2,2015-11-10,0
2175,EDM,ANA,0,1,3,5,27,31,50.0,75.0,51.7,2016-02-16,1
2176,COL,SJS,0,1,1,6,22,24,20.0,40.0,60.3,2016-01-26,0
2177,DAL,COL,0,1,1,3,43,15,20.0,100.0,51.5,2016-01-23,1
2178,VAN,CHI,0,1,2,3,28,32,0.0,100.0,41.4,2016-03-27,1
2179,BUF,TBL,0,1,1,4,31,22,0.0,100.0,50.0,2015-11-05,1
2180,LAK,ANA,0,1,2,3,34,22,33.3,0.0,49.2,2016-03-05,1
2181,NYI,BUF,0,1,1,2,30,22,0.0,0.0,45.7,2015-11-01,1
2182,TBL,DET,0,1,1,2,30,29,25.0,100.0,56.3,2015-11-03,0
2183,MIN,DAL,0,1,3,6,35,34,0.0,50.0,50.7,2015-12-21,1
2184,DAL,NYR,0,1,2,6,23,29,0.0,100.0,43.9,2016-01-05,0
2185,WPG,CGY,0,1,1,4,29,21,0.0,66.7,33.9,2016-03-16,0
2186,COL,CBJ,0,1,3,4,34,36,16.7,80.0,54.1,2015-10-24,1
2187,ARI,WPG,0,1,2,3,29,23,33.3,100.0,55.4,2015-11-21,0
2188,CBJ,TBL,0,1,0,4,37,37,0.0,100.0,49.1,2016-03-13,1
2189,SJS,NSH,0,1,2,6,30,30,40.0,100.0,57.4,2016-02-06,0
2190,PHI,PIT,0,1,1,4,17,35,0.0,100.0,65.1,2016-03-19,1
2191,WSH,CHI,0,1,2,3,30,23,40.0,75.0,39.2,2016-02-28,0
2192,CGY,MIN,0,1,2,6,33,29,20.0,40.0,47.6,2016-03-24,0
2193,STL,CHI,0,1,2,4,31,27,16.7,80.0,44.4,2015-11-14,1
2194,ARI,SJS,0,1,1,4,23,28,0.0,80.0,51.6,2016-02-13,0
2195,OTT,BOS,0,1,3,7,32,37,0.0,42.9,47.1,2015-12-29,0
2196,MIN,VAN,0,1,2,3,33,28,33.3,0.0,56.3,2015-11-25,1
2197,CGY,LAK,0,1,1,4,24,24,0.0,0.0,54.5,2015-12-31,1
2198,TBL,MIN,0,1,0,1,31,25,0.0,100.0,47.7,2015-11-07,0
2199,CAR,CGY,0,1,1,4,29,24,0.0,50.0,56.0,2016-02-03,0
2200,SJS,COL,0,1,3,6,38,26,0.0,33.3,56.1,2015-12-28,1
2201,OTT,PIT,0,1,5,6,23,44,0.0,60.0,58.1,2016-02-02,0
2202,CBJ,WSH,0,1,1,2,30,28,0.0,100.0,50.9,2015-10-30,0
2203,NSH,DAL,0,1,2,5,30,25,33.3,100.0,50.8,2016-03-29,0
2204,CBJ,FLA,0,1,2,3,17,32,25.0,100.0,40.0,2015-12-27,0
2205,MIN,NSH,0,1,0,3,29,25,0.0,50.0,47.4,2016-01-16,0
2206,ARI,DAL,0,1,1,4,32,33,0.0,66.7,50.0,2016-03-31,0
2207,NYR,WSH,0,1,3,7,36,30,20.0,33.3,53.8,2015-12-20,1
2208,CHI,WSH,0,1,1,4,27,24,0.0,50.0,50.0,2015-10-15,0
2209,VAN,NJD,0,1,2,3,38,22,12.5,80.0,46.0,2015-11-22,1
2210,CGY,OTT,0,1,4,6,38,26,33.3,66.7,44.6,2016-02-27,1
2211,CBJ,BUF,0,1,2,4,24,33,66.7,57.1,50.9,2015-10-12,0
2212,NSH,DAL,0,1,2,3,30,24,25.0,75.0,40.7,2016-04-09,0
2213,WSH,NYR,0,1,2,3,34,23,50.0,50.0,62.5,2016-03-04,1
2214,DAL,ARI,0,1,1,3,38,30,0.0,100.0,37.1,2016-03-24,0
2215,LAK,ARI,0,1,2,3,35,25,50.0,100.0,50.8,2015-11-10,1
2216,BUF,MTL,0,1,2,7,36,26,25.0,33.3,40.9,2015-10-23,1
2217,CAR,STL,0,1,2,5,34,40,0.0,100.0,51.3,2016-02-28,1
2218,STL,NYR,0,1,3,6,34,22,33.3,50.0,58.2,2015-11-12,0
2219,DAL,NYR,0,1,2,3,38,29,0.0,66.7,54.7,2016-02-27,1
2220,WPG,COL,0,1,3,5,28,25,0.0,66.7,48.2,2015-11-28,0
2221,FLA,DET,0,1,0,3,23,31,0.0,75.0,54.4,2016-02-08,0
2222,ANA,ARI,0,1,0,4,37,29,0.0,83.3,56.5,2015-10-14,1
2223,VAN,CGY,0,1,3,7,27,43,20.0,50.0,49.1,2016-04-07,0
2224,ARI,MIN,0,1,3,4,30,24,0.0,80.0,58.3,2015-10-15,1
2225,PHI,BOS,0,1,2,3,36,31,25.0,50.0,57.8,2016-01-25,1
2226,WPG,STL,0,1,3,4,36,26,0.0,33.3,46.4,2015-12-15,1
2227,DET,OTT,0,1,1,3,30,35,20.0,100.0,56.1,2015-10-30,1
2228,WPG,CHI,0,1,0,4,28,36,0.0,100.0,44.6,2016-03-18,1
2229,TBL,FLA,0,1,2,5,35,27,40.0,75.0,47.4,2016-03-26,1
2230,SJS,OTT,0,1,2,4,33,35,25.0,100.0,50.0,2015-12-18,0
2231,CGY,ANA,0,1,2,5,24,33,20.0,50.0,49.1,2016-02-21,0
2232,MIN,NYR,0,1,2,4,18,30,33.3,100.0,51.9,2016-02-04,0
2233,OTT,NYR,0,1,1,4,24,31,0.0,0.0,36.4,2015-12-06,0
2234,CBJ,DAL,0,1,1,5,35,34,50.0,100.0,43.9,2015-12-15,0
2235,MIN,EDM,0,1,1,2,30,25,0.0,100.0,72.7,2016-03-10,1
2236,TOR,LAK,0,1,1,2,26,41,25.0,100.0,56.9,2016-01-07,0
2237,DET,MIN,0,1,1,3,29,35,0.0,50.0,45.8,2015-12-28,0
2238,STL,MIN,0,1,1,3,34,29,33.3,100.0,49.0,2015-12-31,1
2239,STL,LAK,0,1,0,3,24,34,0.0,80.0,53.1,2015-11-03,1
2240,CHI,NJD,0,1,2,3,29,22,20.0,66.7,43.5,2015-11-12,1
2241,ARI,NSH,0,1,2,5,15,41,50.0,50.0,58.6,2015-12-01,0
