,team,opponent,W,L,GF,GA,SF,SA,PP%,PK%,FOW%,date,home_ind
970,STL,CGY,1,0,3,2,22,38,0.0,100.0,56.3,2015-12-19,1
971,EDM,DAL,1,0,2,1,24,43,0.0,100.0,55.6,2015-12-04,1
972,PIT,NYR,1,0,4,1,26,28,33.3,100.0,47.1,2016-03-03,1
973,OTT,TOR,1,0,3,2,31,43,0.0,66.7,43.9,2016-03-05,0
974,CBJ,CAR,1,0,5,1,27,27,25.0,100.0,47.5,2016-04-02,0
975,PIT,NJD,1,0,6,1,30,18,25.0,100.0,49.1,2016-03-06,0
976,BUF,TOR,1,0,1,1,35,24,0.0,100.0,58.2,2015-10-21,1
977,MTL,NJD,1,0,2,2,27,27,0.0,75.0,40.3,2015-11-27,0
978,COL,BOS,1,0,3,2,30,27,0.0,50.0,47.4,2015-11-12,0
979,SJS,WSH,1,0,5,0,32,31,20.0,100.0,53.6,2015-10-13,0
980,NYR,PHI,1,0,3,1,30,22,25.0,80.0,45.6,2016-02-14,1
981,LAK,EDM,1,0,5,2,33,44,50.0,100.0,57.4,2015-12-29,0
982,ARI,CGY,1,0,2,1,33,26,33.3,66.7,59.3,2016-01-07,0
983,NYR,ANA,1,0,3,2,22,19,20.0,100.0,44.4,2015-12-22,1
984,NYR,CGY,1,0,4,1,26,23,0.0,100.0,48.9,2015-10-25,1
985,SJS,VAN,1,0,3,2,30,30,25.0,100.0,50.0,2016-03-03,0
986,PIT,NSH,1,0,5,2,41,24,50.0,100.0,56.6,2016-03-31,1
987,ARI,NSH,1,0,4,0,29,26,50.0,100.0,57.6,2016-01-09,1
988,CBJ,FLA,1,0,3,3,25,31,25.0,83.3,53.7,2016-02-27,1
989,NJD,NSH,1,0,5,4,33,34,100.0,0.0,45.6,2016-03-03,0
990,LAK,NSH,1,0,4,3,29,34,33.3,33.3,44.8,2015-10-31,1
991,MIN,BUF,1,0,2,2,30,32,100.0,0.0,50.0,2016-03-05,0
992,FLA,DET,1,0,2,1,32,29,0.0,100.0,53.8,2015-11-29,0
993,LAK,ARI,1,0,6,2,35,26,42.9,100.0,44.3,2016-02-02,0
994,OTT,COL,1,0,5,3,29,43,0.0,83.3,53.3,2015-11-25,0
995,OTT,NYR,1,0,3,0,33,35,0.0,100.0,40.4,2016-01-24,1
996,STL,BUF,1,0,2,1,26,25,0.0,100.0,54.5,2015-11-23,0
997,DAL,ANA,1,0,4,3,34,20,33.3,75.0,50.0,2015-10-27,1
998,SJS,PIT,1,0,3,1,29,39,0.0,83.3,42.3,2015-11-21,0
999,LAK,DAL,1,0,5,2,22,26,0.0,66.7,61.4,2016-03-15,0
1000,WSH,NYR,1,0,5,2,24,33,50.0,100.0,59.2,2016-01-17,1
1001,BOS,PIT,1,0,6,2,34,32,25.0,100.0,52.1,2015-12-18,0
1002,NSH,DAL,1,0,5,3,34,38,25.0,66.7,53.2,2016-03-01,1
1003,STL,CAR,1,0,5,2,40,34,0.0,100.0,48.7,2016-02-28,0
1004,MTL,NYI,1,0,4,1,24,18,50.0,100.0,48.0,2015-11-05,1
1005,COL,LAK,1,0,4,1,33,31,60.0,80.0,47.6,2016-01-04,1
1006,STL,VAN,1,0,4,0,37,15,0.0,100.0,43.9,2016-03-25,1
1007,NYI,NSH,1,0,4,3,28,47,0.0,100.0,50.0,2015-10-15,1
1008,TBL,ARI,1,0,2,0,36,32,0.0,100.0,49.2,2016-03-19,0
1009,CGY,BUF,1,0,4,3,32,30,0.0,33.3,50.0,2015-12-10,1
1010,WSH,DET,1,0,2,2,40,23,20.0,100.0,55.2,2015-12-08,1
1011,ANA,MIN,1,0,4,1,22,35,0.0,100.0,47.1,2015-10-18,1
1012,PIT,CBJ,1,0,5,2,35,24,50.0,100.0,62.7,2015-12-21,1
1013,FLA,NSH,1,0,2,1,16,33,100.0,100.0,40.7,2015-12-03,0
1014,PHI,FLA,1,0,1,0,33,31,0.0,100.0,50.0,2015-10-12,1
1015,PIT,CAR,1,0,1,1,26,30,0.0,100.0,42.3,2016-02-12,0
1016,CBJ,MTL,1,0,5,2,25,34,0.0,66.7,44.6,2016-01-25,1
1017,CGY,CAR,1,0,4,1,24,29,50.0,100.0,44.0,2016-02-03,1
1018,ANA,EDM,1,0,5,3,31,27,25.0,50.0,48.3,2016-02-16,0
1019,STL,CHI,1,0,2,2,30,35,66.7,75.0,50.8,2016-03-09,1
1020,MIN,DET,1,0,3,1,35,29,50.0,100.0,54.2,2015-12-28,1
1021,DET,BUF,1,0,3,2,29,20,20.0,100.0,54.1,2016-03-28,1
1022,COL,MIN,1,0,2,1,20,20,0.0,100.0,45.2,2015-12-07,1
1023,LAK,STL,1,0,3,0,34,24,20.0,100.0,46.9,2015-11-03,0
1024,PIT,NYI,1,0,5,0,33,24,66.7,100.0,34.7,2016-04-02,0
1025,VAN,EDM,1,0,2,1,24,33,0.0,100.0,48.5,2015-12-26,1
1026,LAK,NYR,1,0,5,4,34,28,50.0,0.0,55.2,2016-02-12,0
1027,MIN,ARI,1,0,4,3,24,30,20.0,100.0,41.7,2015-10-15,0
1028,CBJ,COL,1,0,4,3,36,34,20.0,83.3,45.9,2015-10-24,0
1029,PIT,OTT,1,0,2,0,36,22,0.0,100.0,47.6,2015-10-15,1
1030,BOS,DET,1,0,3,1,31,23,0.0,66.7,49.1,2015-11-14,1
1031,NYR,WSH,1,0,5,2,22,34,0.0,100.0,40.4,2015-11-03,1
1032,STL,CHI,1,0,6,5,29,43,50.0,80.0,45.5,2015-11-04,0
1033,WSH,FLA,1,0,2,1,27,27,0.0,100.0,54.5,2015-10-31,0
1034,TOR,DAL,1,0,4,1,26,44,40.0,100.0,52.4,2015-11-02,1
1035,OTT,DET,1,0,2,2,27,31,0.0,100.0,44.8,2016-02-20,1
1036,STL,TBL,1,0,2,0,24,26,0.0,100.0,44.8,2015-10-27,1
1037,CHI,DAL,1,0,5,1,26,37,20.0,100.0,58.6,2016-02-06,0
1038,NYR,STL,1,0,6,3,22,34,50.0,66.7,41.8,2015-11-12,1
1039,DAL,TBL,1,0,4,3,33,20,0.0,0.0,52.6,2016-03-17,1
1040,CGY,MIN,1,0,2,1,25,36,0.0,100.0,36.7,2016-04-09,0
1041,NJD,CHI,1,0,3,2,22,29,33.3,80.0,56.5,2015-11-12,0
1042,ANA,DAL,1,0,3,1,24,25,0.0,100.0,59.2,2016-04-03,1
1043,ARI,TOR,1,0,3,2,26,39,0.0,50.0,62.7,2015-12-22,1
1044,NYI,CAR,1,0,1,1,31,27,33.3,100.0,45.5,2016-03-29,1
1045,SJS,COL,1,0,6,1,24,22,60.0,80.0,39.7,2016-01-26,1
1046,OTT,CGY,1,0,4,4,23,38,0.0,75.0,57.5,2015-10-28,1
1047,STL,BUF,1,0,2,2,29,34,66.7,100.0,38.0,2015-11-19,1
1048,CBJ,EDM,1,0,6,3,27,36,33.3,66.7,36.2,2016-03-04,1
1049,CAR,PIT,1,0,2,1,26,38,50.0,50.0,48.0,2015-12-19,0
1050,LAK,DET,1,0,4,2,31,27,66.7,100.0,59.6,2016-01-11,1
1051,PIT,CAR,1,0,5,0,32,22,25.0,100.0,35.5,2016-01-17,1
1052,DAL,WPG,1,0,5,3,27,25,40.0,100.0,46.8,2016-02-23,0
1053,NYI,SJS,1,0,4,2,25,36,0.0,100.0,49.2,2015-11-10,0
1054,PIT,PHI,1,0,4,1,35,17,0.0,100.0,34.8,2016-03-19,0
1055,NYI,COL,1,0,5,3,28,28,33.3,100.0,63.0,2015-11-30,1
1056,CBJ,OTT,1,0,4,2,40,35,0.0,66.7,54.4,2016-02-13,1
1057,NYR,ARI,1,0,4,1,30,40,25.0,75.0,45.2,2015-11-07,0
1058,FLA,TBL,1,0,5,2,27,35,25.0,60.0,52.6,2016-03-26,0
1059,TBL,WPG,1,0,5,5,26,41,0.0,50.0,54.7,2016-02-18,1
1060,PIT,BUF,1,0,4,3,29,53,100.0,100.0,48.4,2015-10-29,1
1061,STL,WPG,1,0,4,3,26,36,66.7,100.0,53.6,2015-12-15,0
1062,PHI,TOR,1,0,5,4,28,24,0.0,100.0,52.1,2016-02-20,0
1063,ANA,ARI,1,0,5,2,41,25,14.3,80.0,51.5,2016-02-05,1
1064,NSH,EDM,1,0,3,2,25,30,0.0,100.0,48.4,2016-03-14,0
1065,PHI,OTT,1,0,4,2,33,25,0.0,100.0,41.9,2015-12-01,0
1066,DET,CBJ,1,0,3,1,22,28,0.0,66.7,52.5,2016-03-17,0
1067,OTT,CBJ,1,0,3,0,29,25,20.0,100.0,55.4,2015-11-19,1
1068,WPG,LAK,1,0,4,1,24,34,0.0,66.7,36.2,2016-03-24,1
1069,NYR,NJD,1,0,2,1,37,28,0.0,0.0,47.4,2016-02-08,1
1070,ANA,CGY,1,0,1,0,21,14,0.0,100.0,40.9,2015-12-29,0
1071,CAR,CHI,1,0,2,1,27,36,0.0,100.0,55.4,2015-12-27,0
1072,MTL,DAL,1,0,4,3,28,33,0.0,66.7,46.9,2016-03-08,1
1073,NYR,VAN,1,0,3,2,49,20,0.0,100.0,50.0,2016-01-19,1
1074,LAK,NYI,1,0,2,1,22,32,33.3,100.0,45.8,2015-11-12,1
1075,MTL,BOS,1,0,4,2,33,31,66.7,80.0,52.6,2015-11-07,1
1076,COL,VAN,1,0,3,1,34,29,0.0,100.0,49.0,2016-03-16,0
1077,SJS,MTL,1,0,6,2,36,23,0.0,100.0,44.9,2016-02-29,1
1078,FLA,ARI,1,0,3,2,25,24,25.0,66.7,41.2,2016-02-25,1
1079,MTL,CGY,1,0,6,2,31,32,33.3,100.0,49.3,2015-10-30,0
1080,ANA,BOS,1,0,4,0,26,38,0.0,100.0,53.2,2016-03-18,1
1081,WPG,VAN,1,0,2,0,49,28,0.0,100.0,59.6,2016-03-22,1
1082,WSH,BUF,1,0,5,2,43,27,33.3,100.0,47.6,2015-12-30,1
1083,STL,CHI,1,0,2,1,35,25,0.0,100.0,46.2,2016-04-07,0
1084,PHI,MTL,1,0,4,3,31,24,33.3,100.0,47.4,2016-01-05,1
1085,WSH,CAR,1,0,4,1,34,19,100.0,100.0,48.3,2015-10-17,1
1086,STL,DAL,1,0,5,4,36,38,0.0,66.7,57.8,2016-03-12,0
1087,VAN,CHI,1,0,6,3,20,29,75.0,50.0,50.0,2015-11-21,1
1088,LAK,FLA,1,0,3,1,32,34,0.0,80.0,44.3,2015-11-23,0
1089,BOS,PIT,1,0,3,0,29,34,25.0,100.0,49.2,2015-12-16,1
1090,DET,ARI,1,0,3,2,25,29,66.7,66.7,47.2,2016-01-14,0
1091,DAL,NSH,1,0,3,2,32,26,0.0,100.0,53.7,2016-02-15,0
1092,FLA,EDM,1,0,2,1,14,25,0.0,100.0,57.8,2016-01-10,0
1093,NSH,CGY,1,0,2,1,24,27,25.0,100.0,45.5,2016-01-27,0
1094,TBL,PIT,1,0,5,4,25,40,40.0,75.0,45.6,2016-01-15,1
1095,NYI,BUF,1,0,2,1,33,43,50.0,75.0,48.3,2015-12-31,0
1096,WSH,EDM,1,0,7,4,26,23,50.0,83.3,51.6,2015-10-23,0
1097,WPG,LAK,1,0,3,3,31,29,0.0,0.0,39.4,2016-04-09,0
1098,OTT,TOR,1,0,4,0,17,29,0.0,100.0,43.3,2016-03-12,1
1099,WSH,NJD,1,0,2,2,29,24,0.0,50.0,46.4,2016-02-06,0
1100,PIT,EDM,1,0,2,1,33,28,25.0,100.0,52.4,2015-11-06,0
1101,CHI,ANA,1,0,3,2,32,25,25.0,100.0,41.9,2015-11-27,0
1102,WSH,TBL,1,0,2,1,20,36,0.0,75.0,45.7,2015-12-12,0
1103,CBJ,NJD,1,0,6,3,34,30,25.0,50.0,57.1,2016-03-19,1
1104,NYR,TBL,1,0,5,2,26,22,0.0,60.0,50.9,2015-12-30,0
1105,DAL,WSH,1,0,3,2,31,35,0.0,0.0,60.0,2015-11-19,0
1106,FLA,TBL,1,0,1,0,20,39,0.0,100.0,45.6,2015-11-16,1
1107,DET,MTL,1,0,4,3,40,29,25.0,100.0,50.8,2016-03-24,1
1108,VAN,ARI,1,0,3,2,31,34,0.0,0.0,28.2,2016-03-09,1
1109,CAR,CBJ,1,0,3,2,24,44,0.0,100.0,39.4,2016-03-24,0
1110,SJS,MIN,1,0,4,3,33,28,33.3,66.7,57.6,2016-01-23,1
1111,MTL,TBL,1,0,5,2,29,23,16.7,100.0,45.9,2016-04-09,1
1112,VAN,DET,1,0,3,3,40,28,0.0,100.0,35.5,2015-12-18,0
1113,TOR,PHI,1,0,4,3,26,44,50.0,100.0,40.6,2016-04-07,0
1114,BOS,NJD,1,0,4,1,31,20,33.3,100.0,46.9,2016-01-08,0
1115,NYI,OTT,1,0,5,2,34,30,25.0,100.0,51.7,2016-01-22,0
1116,STL,TBL,1,0,2,1,21,38,0.0,100.0,61.7,2016-02-14,0
1117,NYR,ARI,1,0,4,1,27,35,33.3,100.0,60.0,2015-10-22,1
1118,FLA,TBL,1,0,5,2,35,40,25.0,80.0,52.2,2016-01-23,1
1119,CHI,TBL,1,0,1,0,32,21,0.0,100.0,55.6,2015-10-24,1
1120,STL,OTT,1,0,3,3,48,43,50.0,66.7,47.0,2016-03-01,0
1121,CGY,EDM,1,0,5,4,32,23,33.3,50.0,39.4,2015-10-31,0
1122,SJS,TOR,1,0,7,0,31,28,0.0,100.0,51.9,2016-01-09,1
1123,MIN,NYR,1,0,5,2,35,23,66.7,100.0,52.8,2015-12-17,1
1124,TBL,EDM,1,0,3,2,26,26,0.0,66.7,50.0,2016-01-08,0
1125,WSH,WPG,1,0,5,3,34,26,50.0,50.0,42.6,2015-11-25,1
1126,NYR,PHI,1,0,2,2,31,36,25.0,66.7,44.8,2016-01-16,0
1127,DAL,BOS,1,0,5,3,19,39,75.0,75.0,40.9,2015-11-03,0
1128,NJD,CGY,1,0,4,2,26,28,0.0,50.0,48.0,2016-01-19,1
1129,NSH,WPG,1,0,4,2,31,23,0.0,100.0,49.1,2016-03-08,0
1130,ANA,MIN,1,0,3,1,27,26,0.0,100.0,46.4,2016-01-20,1
1131,LAK,COL,1,0,2,1,40,23,0.0,83.3,59.0,2015-10-18,1
1132,STL,WPG,1,0,3,2,28,18,20.0,100.0,43.1,2015-11-16,1
1133,STL,NSH,1,0,2,1,33,28,50.0,66.7,58.3,2015-12-17,1
1134,ARI,EDM,1,0,4,1,21,28,33.3,100.0,56.7,2015-11-12,1
1135,DET,TBL,1,0,3,1,24,21,33.3,100.0,45.6,2015-10-13,1
1136,NYI,PHI,1,0,3,1,36,18,0.0,80.0,38.8,2015-11-25,1
1137,ANA,VAN,1,0,4,0,30,25,33.3,100.0,61.7,2015-11-30,1
1138,WSH,NJD,1,0,1,0,26,22,0.0,100.0,61.5,2016-03-25,0
1139,DET,OTT,1,0,5,3,28,36,66.7,100.0,50.7,2015-10-31,0
1140,PHI,CBJ,1,0,6,0,36,19,0.0,100.0,46.8,2016-03-05,1
1141,MIN,CAR,1,0,3,2,21,39,0.0,66.7,45.6,2015-11-12,0
1142,COL,SJS,1,0,3,3,41,33,50.0,100.0,55.0,2016-02-24,1
1143,CBJ,PHI,1,0,4,1,34,28,33.3,100.0,51.6,2015-12-05,0
1144,MTL,TOR,1,0,5,3,27,52,50.0,100.0,45.3,2015-10-24,1
1145,STL,LAK,1,0,2,1,32,35,16.7,83.3,52.2,2016-02-18,1
1146,LAK,EDM,1,0,3,2,34,28,50.0,50.0,45.3,2015-10-25,0
1147,OTT,BUF,1,0,1,1,26,39,0.0,100.0,60.0,2016-02-16,1
1148,VAN,CAR,1,0,3,2,21,28,20.0,100.0,44.4,2016-01-06,1
1149,CAR,NYI,1,0,3,2,29,19,0.0,50.0,44.4,2015-10-29,0
1150,NSH,CBJ,1,0,5,1,48,19,33.3,100.0,35.0,2016-03-26,1
1151,BOS,CGY,1,0,2,1,25,25,20.0,100.0,60.3,2016-03-01,1
1152,BUF,BOS,1,0,6,3,29,33,0.0,100.0,45.0,2015-12-26,0
1153,TBL,NJD,1,0,4,0,36,21,0.0,100.0,57.1,2016-02-26,0
1154,STL,ANA,1,0,2,1,34,23,0.0,75.0,59.4,2015-10-29,1
1155,ARI,ANA,1,0,4,0,29,37,16.7,100.0,43.5,2015-10-14,0
1156,PHI,BOS,1,0,3,2,21,32,0.0,50.0,50.0,2016-01-13,1
1157,CGY,EDM,1,0,5,0,35,28,16.7,100.0,54.0,2016-04-02,0
1158,SJS,ARI,1,0,1,0,32,20,16.7,100.0,39.6,2016-04-09,1
1159,STL,VAN,1,0,4,3,32,34,0.0,100.0,49.2,2015-10-16,0
1160,CAR,WSH,1,0,4,2,37,32,0.0,0.0,52.5,2015-12-31,1
1161,NJD,CAR,1,0,3,2,24,28,0.0,100.0,39.0,2015-12-29,1
1162,WSH,MIN,1,0,4,3,33,36,20.0,80.0,32.4,2016-02-11,0
1163,PHI,TBL,1,0,3,1,22,19,66.7,100.0,51.2,2016-03-11,0
1164,SJS,BUF,1,0,2,1,32,31,33.3,100.0,48.3,2015-11-14,0
1165,TOR,NSH,1,0,1,1,23,22,0.0,75.0,41.2,2015-11-12,0
1166,STL,EDM,1,0,4,2,29,26,25.0,100.0,43.5,2015-10-15,0
1167,STL,CGY,1,0,4,3,28,18,100.0,75.0,64.3,2015-10-13,0
1168,FLA,BUF,1,0,3,2,29,26,40.0,83.3,57.4,2015-10-15,1
1169,FLA,NJD,1,0,3,2,40,25,0.0,83.3,61.8,2016-03-31,1
1170,TOR,CAR,1,0,1,1,25,34,25.0,100.0,40.8,2015-11-20,0
1171,TBL,ANA,1,0,2,1,22,33,25.0,100.0,47.6,2015-12-02,0
1172,MTL,TOR,1,0,2,2,29,19,0.0,100.0,45.5,2016-01-23,0
1173,NYI,ANA,1,0,5,2,31,29,0.0,100.0,43.4,2015-12-21,1
1174,MIN,EDM,1,0,5,2,27,33,66.7,100.0,51.9,2016-02-18,0
1175,LAK,MIN,1,0,2,1,37,26,25.0,80.0,48.3,2015-10-16,1
1176,CHI,MTL,1,0,5,2,33,29,25.0,50.0,55.4,2016-01-17,1
1177,NSH,MIN,1,0,3,0,25,29,50.0,100.0,52.5,2016-01-16,1
1178,OTT,BOS,1,0,2,1,40,34,0.0,100.0,53.8,2016-01-09,1
1179,ANA,FLA,1,0,2,2,39,25,20.0,100.0,54.9,2015-11-04,1
1180,WSH,TOR,1,0,3,2,23,29,25.0,100.0,62.1,2016-03-02,1
1181,BUF,TOR,1,0,3,3,27,33,0.0,66.7,50.8,2016-03-07,0
1182,DAL,BUF,1,0,3,0,32,22,20.0,100.0,48.1,2015-11-21,1
1183,DET,WSH,1,0,1,0,27,38,0.0,100.0,53.7,2015-11-10,1
1184,PIT,TOR,1,0,4,0,32,21,33.3,100.0,58.3,2015-10-31,0
1185,DAL,SJS,1,0,5,3,25,29,20.0,50.0,53.8,2015-10-31,1
1186,NJD,MTL,1,0,3,2,31,32,0.0,50.0,36.8,2015-11-28,0
1187,COL,CGY,1,0,6,3,42,25,33.3,100.0,49.1,2015-11-03,1
1188,PIT,FLA,1,0,3,2,35,33,66.7,100.0,54.1,2015-10-20,1
1189,MTL,TBL,1,0,3,3,34,39,0.0,66.7,49.3,2015-12-28,0
1190,CBJ,NJD,1,0,6,1,24,26,50.0,100.0,62.5,2016-02-25,1
1191,CBJ,ARI,1,0,7,5,21,32,0.0,66.7,49.2,2015-12-17,0
1192,TOR,TBL,1,0,4,1,24,27,0.0,100.0,37.7,2016-03-15,1
1193,EDM,BUF,1,0,2,1,41,32,0.0,100.0,55.9,2016-03-01,0
1194,NYR,TOR,1,0,4,3,30,26,0.0,100.0,51.3,2015-11-15,1
1195,PHI,STL,1,0,4,3,31,29,33.3,50.0,54.7,2015-12-21,1
1196,PIT,VAN,1,0,3,2,23,20,33.3,100.0,51.4,2015-11-04,0
1197,NYR,CAR,1,0,4,3,22,36,50.0,100.0,46.3,2015-11-30,1
1198,CAR,NYI,0,1,3,4,36,31,0.0,100.0,60.4,2016-03-26,1
1199,TBL,FLA,0,1,4,4,28,23,0.0,75.0,47.4,2015-11-14,1
1200,LAK,NJD,0,1,1,2,23,24,0.0,100.0,55.8,2016-03-12,1
1201,BUF,MIN,0,1,2,2,32,30,100.0,0.0,50.0,2016-03-05,1
1202,TBL,NSH,0,1,4,4,29,33,50.0,100.0,50.7,2015-10-20,0
1203,NJD,SJS,0,1,1,1,32,34,16.7,100.0,37.3,2015-10-16,1
1204,CHI,OTT,0,1,3,4,38,27,33.3,50.0,42.9,2015-12-03,0
1205,CAR,MIN,0,1,2,3,39,21,33.3,0.0,54.4,2015-11-12,1
1206,FLA,CBJ,0,1,3,3,31,25,16.7,75.0,46.3,2016-02-27,0
1207,WPG,TBL,0,1,3,4,36,31,0.0,100.0,46.9,2015-10-23,1
1208,CGY,NYI,0,1,1,2,32,34,0.0,100.0,54.2,2016-02-25,1
1209,MIN,DAL,0,1,3,4,26,44,0.0,100.0,50.7,2015-11-28,1
1210,PHI,NYR,0,1,2,2,28,28,25.0,100.0,52.2,2016-02-06,1
1211,NYR,NJD,0,1,1,2,27,24,0.0,100.0,56.5,2015-10-18,1
1212,CHI,CBJ,0,1,4,5,26,25,20.0,50.0,46.7,2016-04-09,0
1213,TOR,BOS,0,1,3,3,42,29,0.0,100.0,57.1,2015-11-23,1
1214,DET,WSH,0,1,1,2,26,27,0.0,83.3,51.8,2015-11-18,1
1215,WSH,CGY,0,1,2,3,36,29,0.0,100.0,50.8,2015-11-13,1
1216,MIN,DAL,0,1,3,4,40,30,33.3,66.7,55.4,2016-02-09,1
1217,NYR,DET,0,1,2,3,25,43,33.3,75.0,33.9,2016-03-12,0
1218,VAN,NJD,0,1,3,4,31,28,0.0,80.0,55.0,2015-11-08,0
1219,MTL,OTT,0,1,1,2,37,27,33.3,100.0,67.2,2015-11-03,1
1220,BOS,EDM,0,1,2,3,49,24,0.0,100.0,51.9,2015-12-14,1
1221,PHI,FLA,0,1,4,4,26,29,20.0,66.7,49.4,2016-03-12,0
1222,COL,ARI,0,1,1,2,39,28,33.3,100.0,55.7,2015-12-27,1
1223,DET,NJD,0,1,2,3,29,38,66.7,75.0,60.8,2015-12-11,0
1224,CBJ,LAK,0,1,2,3,23,41,50.0,100.0,54.5,2015-12-08,1
1225,CAR,TOR,0,1,1,1,34,25,0.0,75.0,59.2,2015-11-20,1
1226,STL,NYI,0,1,2,3,40,22,0.0,66.7,47.3,2015-10-24,1
1227,PHI,SJS,0,1,0,1,34,21,0.0,100.0,50.0,2015-11-19,1
1228,BOS,PHI,0,1,4,5,30,37,33.3,50.0,42.1,2015-10-21,1
1229,WPG,CHI,0,1,4,5,32,27,0.0,66.7,51.7,2016-04-01,1
1230,VAN,DAL,0,1,2,2,36,25,14.3,60.0,39.3,2015-11-27,0
1231,MIN,ARI,0,1,1,2,28,21,0.0,83.3,40.3,2015-12-11,0
1232,DET,BOS,0,1,2,3,34,22,0.0,100.0,44.7,2015-11-25,1
1233,BUF,STL,0,1,2,2,34,29,0.0,33.3,62.0,2015-11-19,0
1234,STL,DET,0,1,3,4,33,32,0.0,50.0,50.0,2015-11-21,1
1235,DAL,STL,0,1,1,2,18,22,0.0,80.0,41.7,2016-02-16,0
1236,NJD,BOS,0,1,1,1,30,39,0.0,100.0,39.1,2015-12-20,0
1237,BUF,PIT,0,1,4,4,30,46,66.7,100.0,43.2,2016-03-29,0
1238,WSH,CBJ,0,1,4,4,33,29,33.3,33.3,44.6,2016-01-02,0
1239,ANA,WPG,0,1,1,2,28,26,25.0,100.0,61.4,2016-04-05,1
1240,NYI,WSH,0,1,2,3,22,35,0.0,80.0,42.9,2016-02-18,1
1241,NYR,WSH,0,1,3,4,26,31,0.0,66.7,47.4,2016-01-09,1
1242,ARI,CAR,0,1,4,5,29,33,0.0,33.3,50.9,2015-12-12,1
1243,DET,FLA,0,1,1,2,29,32,0.0,100.0,46.2,2015-11-29,1
1244,FLA,VAN,0,1,2,3,28,30,0.0,75.0,60.6,2016-01-11,0
1245,WPG,ANA,0,1,2,3,29,33,0.0,50.0,41.3,2016-03-20,1
1246,PHI,TOR,0,1,3,4,44,26,0.0,50.0,59.4,2016-04-07,1
1247,NSH,TBL,0,1,3,4,30,28,0.0,66.7,48.2,2016-02-12,0
1248,CAR,TBL,0,1,3,4,27,30,33.3,100.0,48.0,2016-03-05,0
1249,VAN,DET,0,1,2,3,32,28,50.0,83.3,61.7,2015-10-24,1
1250,NJD,PHI,0,1,3,4,18,25,25.0,33.3,49.1,2015-12-04,1
1251,WPG,OTT,0,1,2,2,40,31,0.0,100.0,39.7,2015-11-05,0
1252,TBL,CHI,0,1,0,1,21,32,0.0,100.0,44.4,2015-10-24,0
1253,MIN,DAL,0,1,2,3,24,36,0.0,75.0,47.6,2015-11-14,0
1254,NSH,STL,0,1,3,4,33,25,0.0,100.0,52.6,2015-12-29,0
1255,VAN,CBJ,0,1,1,1,38,28,33.3,66.7,55.4,2016-02-04,1
1256,NJD,MTL,0,1,2,2,27,27,25.0,100.0,59.7,2015-11-27,1
1257,ANA,NYR,0,1,2,3,19,22,0.0,80.0,55.6,2015-12-22,0
1258,MTL,ANA,0,1,2,2,27,35,0.0,80.0,56.5,2016-03-02,0
1259,ARI,EDM,0,1,3,3,34,41,0.0,75.0,50.7,2016-01-02,0
1260,PHI,NJD,0,1,1,2,32,24,25.0,0.0,65.2,2016-02-13,1
1261,CAR,MTL,0,1,1,1,35,34,0.0,100.0,48.3,2016-02-07,0
1262,ARI,NJD,0,1,2,3,20,25,20.0,100.0,51.5,2015-10-20,0
1263,MIN,TBL,0,1,2,2,32,30,0.0,100.0,45.2,2016-01-02,0
1264,NYI,BUF,0,1,3,4,24,26,0.0,100.0,56.6,2016-04-09,1
1265,NSH,NJD,0,1,4,5,34,33,100.0,0.0,54.4,2016-03-03,1
1266,EDM,DET,0,1,3,4,24,32,50.0,100.0,50.0,2015-11-27,0
1267,OTT,STL,0,1,3,3,43,48,33.3,50.0,53.0,2016-03-01,1
1268,WPG,PHI,0,1,2,3,28,32,0.0,100.0,33.3,2016-03-28,0
1269,NYR,LAK,0,1,3,4,26,37,0.0,100.0,43.1,2016-03-17,0
1270,PHI,LAK,0,1,2,2,38,40,20.0,50.0,64.4,2015-11-17,1
1271,CGY,OTT,0,1,4,4,38,23,25.0,100.0,42.5,2015-10-28,0
1272,STL,PIT,0,1,3,4,32,34,50.0,75.0,42.9,2015-11-25,0
1273,CHI,ANA,0,1,2,3,23,44,50.0,66.7,41.9,2016-02-13,1
1274,BOS,CGY,0,1,4,5,38,37,0.0,100.0,50.0,2015-12-04,0
1275,ANA,CBJ,0,1,3,3,27,34,0.0,75.0,61.2,2016-02-11,0
1276,NSH,SJS,0,1,2,2,30,40,0.0,100.0,29.1,2016-04-02,1
1277,FLA,ANA,0,1,2,2,25,39,0.0,80.0,45.1,2015-11-04,0
1278,MIN,PHI,0,1,3,4,34,36,0.0,100.0,48.3,2016-01-07,1
1279,STL,COL,0,1,3,4,38,33,50.0,100.0,41.9,2016-01-06,0
1280,BUF,CHI,0,1,2,2,27,28,0.0,66.7,50.9,2015-12-19,1
1281,CGY,EDM,0,1,1,1,32,37,0.0,100.0,40.0,2016-01-16,0
1282,SJS,CGY,0,1,5,5,42,22,33.3,60.0,48.5,2016-02-11,1
1283,PHI,NYR,0,1,2,2,36,31,33.3,75.0,55.2,2016-01-16,1
1284,WSH,PHI,0,1,3,4,30,32,0.0,80.0,45.9,2016-01-27,1
1285,ARI,DET,0,1,2,3,29,25,33.3,33.3,52.8,2016-01-14,1
1286,SJS,COL,0,1,3,3,33,41,0.0,50.0,45.0,2016-02-24,0
1287,EDM,WPG,0,1,1,1,22,33,0.0,100.0,46.4,2016-02-13,1
