,team,opponent,hits,blocked_shots,giveaways,takeaways,save%,date
4,WPG,DET,16,16,13,6,16.0,2015-12-29
5,DET,NYI,16,14,8,5,25.0,2016-02-06
6,DAL,DET,16,13,9,6,15.4,2015-11-08
7,WSH,OTT,16,11,11,5,19.4,2016-01-10
8,PHI,DET,16,16,4,2,3.2,2016-01-17
9,DAL,OTT,16,14,11,7,10.8,2015-11-24
10,MIN,STL,16,9,5,3,6.5,2015-10-31
11,CAR,WSH,16,10,12,7,5.3,2015-10-17
12,VAN,WPG,16,13,8,3,3.3,2015-11-18
13,MTL,WSH,16,13,5,11,3.3,2015-12-26
14,ANA,BUF,16,12,6,4,0.0,2015-12-17
15,CHI,VAN,16,15,8,6,13.3,2015-12-13
16,CGY,PHI,16,22,9,14,6.7,2015-11-05
17,ARI,DAL,16,15,3,5,10.0,2016-03-24
18,ANA,STL,16,12,4,3,7.1,2016-03-11
19,NYI,ANA,16,19,5,8,16.1,2015-12-21
20,DAL,MIN,16,19,1,5,13.3,2016-02-09
21,MTL,NYI,16,12,10,12,14.8,2015-11-22
22,FLA,PHI,16,14,15,9,13.8,2016-03-12
23,NSH,CBJ,16,8,11,6,10.4,2016-03-26
24,MIN,STL,16,8,6,4,6.3,2016-03-06
25,DAL,EDM,16,13,24,8,7.7,2015-10-13
26,PIT,OTT,16,11,5,5,13.6,2016-02-02
27,DAL,PIT,16,20,2,3,17.4,2015-10-22
28,COL,TBL,16,20,9,5,7.7,2015-10-29
29,NYR,STL,16,16,6,5,8.7,2016-02-25
30,TOR,WPG,16,8,12,7,3.0,2015-12-02
31,SJS,CBJ,16,18,20,7,4.7,2015-11-03
32,BUF,FLA,16,7,5,4,11.8,2016-02-09
33,WSH,BOS,16,18,9,9,6.7,2016-03-05
34,NSH,COL,16,21,10,8,14.3,2016-04-05
35,CAR,MIN,16,12,4,11,6.1,2016-03-19
36,EDM,CAR,16,13,7,12,3.2,2015-11-25
37,EDM,CHI,16,9,13,10,8.1,2015-11-18
38,SJS,MIN,16,11,4,3,15.0,2016-04-05
39,OTT,CGY,16,14,16,7,17.4,2015-10-28
40,CAR,WPG,16,13,12,11,6.9,2016-02-16
41,VAN,TOR,16,15,11,6,4.4,2015-11-14
42,STL,WPG,16,22,9,2,15.4,2015-12-15
43,COL,MTL,16,17,8,7,10.7,2016-02-17
44,TBL,WSH,16,12,3,3,5.9,2015-11-27
45,CGY,DAL,16,21,11,5,4.2,2016-01-25
46,ANA,VAN,16,5,3,3,3.6,2016-01-01
47,TBL,OTT,16,11,6,5,14.3,2015-12-20
48,VAN,MIN,16,5,8,3,7.7,2016-02-15
49,WSH,DET,16,7,5,7,0.0,2015-11-10
0,NSH,MIN,16,12,7,2,7.7,2015-12-19
1,WSH,CGY,16,15,5,8,20.0,2015-10-20
2,VAN,SJS,16,14,7,3,15.4,2016-03-05
3,DAL,NSH,16,17,9,9,20.0,2016-03-29
4,NSH,VAN,16,7,4,3,10.5,2016-01-26
5,SJS,EDM,16,17,19,11,2.7,2016-01-14
6,MIN,STL,16,17,2,9,10.3,2015-12-31
7,COL,BOS,16,10,3,9,9.1,2015-10-14
8,NJD,DAL,16,17,5,2,10.0,2016-03-04
9,VAN,EDM,16,9,6,9,10.7,2016-04-09
10,NJD,CBJ,16,5,6,5,3.6,2015-11-25
11,COL,DAL,16,32,12,7,20.0,2016-01-23
12,CHI,CAR,16,8,7,17,0.0,2016-01-26
13,COL,WPG,16,16,10,1,5.4,2016-03-12
14,PIT,ARI,16,20,4,7,18.2,2016-02-29
15,NSH,WPG,16,13,5,5,20.6,2015-11-14
16,CBJ,MIN,16,14,4,4,6.5,2016-01-05
17,TBL,NSH,16,5,14,11,14.3,2016-02-12
18,NSH,NYR,16,10,14,8,14.3,2015-12-28
19,WPG,MIN,16,15,5,10,10.7,2015-11-10
20,DAL,OTT,16,23,8,7,8.0,2016-03-06
21,PHI,MTL,16,18,13,6,11.1,2016-02-02
22,CGY,NJD,16,14,15,12,10.0,2015-11-17
23,MTL,DET,16,27,16,6,14.8,2016-03-29
24,CAR,DET,16,6,1,4,14.3,2015-10-27
25,SJS,COL,16,7,14,13,7.9,2015-12-28
26,WPG,CGY,16,12,10,8,3.4,2016-03-16
27,CHI,WSH,16,16,6,5,3.7,2015-10-15
28,BUF,MIN,16,14,3,2,6.3,2016-03-05
29,MIN,EDM,16,18,6,8,14.3,2015-10-27
30,DAL,NJD,16,17,10,6,16.0,2016-03-04
31,VAN,STL,15,10,8,3,8.8,2015-10-16
32,FLA,CBJ,15,14,3,4,3.1,2015-12-04
33,ANA,CGY,15,18,10,5,29.6,2016-03-30
34,MTL,WPG,15,20,8,6,19.2,2015-11-01
35,ARI,STL,15,19,2,7,7.4,2016-04-04
36,STL,NSH,15,16,4,9,14.3,2015-11-07
37,ANA,BOS,15,13,10,8,15.4,2016-01-26
38,NSH,DAL,15,19,7,9,14.7,2016-03-01
39,NSH,BOS,15,20,10,8,8.3,2016-02-18
40,DAL,TOR,15,8,13,10,5.3,2015-11-10
41,MIN,DET,15,23,4,7,8.6,2015-12-28
42,WSH,DAL,15,17,11,7,13.0,2016-02-13
43,CGY,TOR,15,25,10,5,18.2,2016-02-09
44,DAL,STL,15,8,3,8,5.6,2016-02-16
45,CHI,FLA,15,8,7,4,11.1,2015-10-22
46,DAL,STL,15,20,2,5,8.3,2015-12-26
47,TBL,VAN,15,4,13,4,3.7,2015-12-22
48,CHI,ARI,15,9,3,8,12.5,2016-02-04
49,NYI,MIN,15,22,4,5,12.9,2016-02-23
0,DET,PIT,15,7,8,5,5.7,2015-12-31
1,MIN,BUF,15,12,6,2,6.7,2016-01-12
2,NSH,SJS,15,11,7,7,20.0,2016-02-06
3,BOS,VAN,15,16,4,9,18.2,2015-12-05
4,DAL,VAN,15,15,19,5,13.8,2015-10-29
5,NJD,TBL,15,11,3,5,0.0,2016-02-26
6,MIN,CHI,15,24,3,6,22.2,2016-03-29
7,PIT,COL,15,17,0,4,12.1,2015-12-09
8,STL,BUF,15,14,4,1,7.7,2015-11-23
9,SJS,TBL,15,12,5,3,12.9,2016-02-16
10,WPG,MIN,15,19,12,4,14.7,2016-04-03
11,TBL,COL,15,14,3,9,10.5,2016-01-12
12,WSH,CBJ,15,17,7,6,10.0,2016-03-28
13,SJS,CGY,15,26,18,8,17.2,2015-11-28
14,NYI,NJD,15,11,1,3,7.7,2015-10-31
15,SJS,EDM,15,16,6,8,13.6,2016-03-08
16,NYI,CBJ,15,22,3,2,4.3,2016-02-09
17,MTL,NYR,15,13,3,5,20.0,2015-11-25
18,NYR,DET,15,18,12,14,3.3,2016-02-21
19,VAN,MIN,15,10,0,8,6.5,2015-12-15
20,VAN,ANA,15,13,10,3,4.0,2016-01-01
21,DET,CBJ,15,18,4,5,13.6,2016-03-17
22,PHI,NSH,15,14,10,6,31.6,2016-02-04
23,TOR,CGY,15,11,7,6,8.3,2016-02-09
24,CAR,NYR,15,9,5,5,0.0,2015-11-10
25,VAN,SJS,15,11,5,10,4.2,2016-02-28
26,NYI,CGY,15,22,13,4,5.9,2016-02-25
27,DAL,MIN,15,19,12,9,8.3,2015-11-14
28,EDM,BUF,15,12,9,0,4.9,2016-03-01
29,FLA,NJD,15,5,1,5,19.2,2015-12-17
30,PIT,NYI,15,13,9,12,2.9,2016-03-08
31,CHI,WPG,15,10,13,5,2.2,2015-10-29
32,NYI,DET,15,9,8,6,6.9,2016-01-25
33,VAN,LAK,15,14,8,1,0.0,2015-12-28
34,NYI,WPG,15,17,14,3,14.8,2016-03-03
35,CGY,WSH,15,14,11,12,10.5,2015-10-20
36,TOR,VAN,15,11,8,5,13.2,2016-02-13
37,DET,NSH,15,20,4,4,13.0,2015-12-26
38,MIN,NYR,15,11,6,4,14.3,2015-12-17
39,SJS,VAN,15,14,9,5,12.9,2016-03-29
40,DAL,BOS,15,21,8,7,26.3,2015-11-03
41,EDM,MIN,15,18,4,3,8.0,2016-03-10
42,BUF,CGY,15,14,7,4,10.0,2015-12-10
43,FLA,BUF,15,13,5,0,20.0,2016-02-09
44,NYI,COL,15,17,3,5,2.9,2015-12-17
45,MTL,CBJ,15,17,20,6,7.7,2015-12-01
46,CGY,WPG,15,18,11,1,5.0,2015-10-16
47,TBL,NYR,15,11,11,4,4.9,2016-04-05
48,NJD,OTT,15,24,9,7,14.3,2015-12-30
49,WPG,EDM,15,20,11,9,3.0,2016-02-13
0,NYR,WSH,15,10,7,11,8.3,2015-12-20
1,WPG,NYR,15,16,17,5,13.9,2015-12-18
2,MIN,NSH,15,12,7,3,14.8,2015-11-21
3,MTL,MIN,15,12,4,7,4.0,2015-12-22
4,CHI,DET,15,20,8,3,15.4,2016-03-06
5,CAR,CBJ,15,8,5,9,3.7,2016-04-02
6,CHI,EDM,15,15,11,7,14.8,2015-11-18
7,PIT,DET,15,5,7,3,17.1,2016-03-26
8,LAK,COL,15,9,1,4,3.2,2016-01-04
9,ARI,ANA,15,8,11,6,13.8,2015-10-14
10,VAN,PHI,15,14,9,4,0.0,2015-12-17
11,CHI,WPG,15,12,13,2,11.1,2016-03-18
12,VAN,ARI,15,22,1,4,7.7,2016-02-10
13,OTT,VAN,15,8,8,8,10.0,2016-02-25
14,BOS,CBJ,14,15,20,6,5.9,2016-01-23
15,NSH,PHI,14,6,2,2,7.5,2016-02-04
16,DAL,VAN,14,16,8,4,11.8,2015-12-03
17,CGY,BUF,14,8,9,6,12.5,2015-12-10
18,TBL,DET,14,14,9,5,17.6,2016-03-22
19,MIN,WSH,14,12,4,6,8.3,2016-02-11
20,BUF,NYI,14,16,6,1,2.3,2015-12-31
21,CGY,MIN,14,6,2,4,6.1,2016-03-24
22,DAL,SJS,14,6,16,6,20.0,2015-10-31
23,TBL,WPG,14,12,15,3,12.9,2015-10-23
24,DET,BOS,14,7,6,6,17.1,2016-02-14
25,DAL,WPG,14,15,14,5,18.5,2016-02-02
26,CGY,SJS,14,15,9,9,12.1,2015-12-08
27,MIN,DAL,14,16,7,11,11.5,2015-11-28
28,DET,BOS,14,7,7,7,5.9,2015-11-25
29,FLA,WSH,14,16,4,5,15.4,2015-12-10
30,CGY,ARI,14,16,10,9,3.8,2016-01-07
31,MIN,FLA,14,13,6,9,11.1,2016-02-28
32,VAN,STL,14,10,3,6,0.0,2016-03-25
33,DAL,NSH,14,12,9,15,7.9,2016-03-01
34,COL,NSH,14,15,2,6,18.5,2016-01-08
35,TOR,MIN,14,15,5,2,0.0,2015-12-03
36,CAR,CBJ,14,19,3,2,12.5,2016-03-24
37,TBL,CGY,14,12,5,6,10.3,2015-11-12
38,CGY,FLA,14,16,14,9,16.7,2016-01-13
39,VAN,SJS,14,21,11,9,6.7,2016-03-03
40,BOS,NJD,14,10,3,0,2.5,2016-03-29
41,OTT,DET,14,15,12,10,12.0,2015-11-16
42,OTT,MIN,14,9,6,5,13.6,2016-03-31
43,TBL,CHI,14,6,11,10,6.1,2016-01-21
44,VAN,NJD,14,12,7,6,5.3,2015-11-22
45,WSH,STL,14,14,13,4,0.0,2016-03-26
46,TOR,BUF,14,8,4,0,3.8,2016-03-31
47,EDM,WSH,14,11,7,6,0.0,2015-11-23
48,CAR,ANA,14,13,13,11,4.0,2015-11-16
49,DET,WPG,14,6,9,2,2.9,2015-12-29
0,ANA,NSH,14,8,11,7,5.0,2015-11-17
1,NJD,CGY,14,12,8,11,10.0,2015-11-17
2,DAL,COL,14,24,11,8,12.9,2016-04-07
3,DAL,COL,14,9,14,5,2.3,2016-01-23
4,CGY,DAL,14,17,16,14,9.4,2015-12-01
5,COL,TBL,14,14,1,11,0.0,2016-01-12
6,NJD,STL,14,10,7,12,0.0,2015-11-10
7,DAL,CBJ,14,13,21,12,14.7,2015-12-15
8,SJS,CAR,14,14,1,6,8.3,2016-02-19
9,COL,NSH,14,17,9,8,12.0,2015-12-12
10,FLA,TOR,14,7,18,9,5.9,2016-03-29
11,TOR,DET,14,11,7,12,5.9,2016-04-02
12,BOS,EDM,14,12,13,5,5.0,2015-12-02
13,NSH,FLA,14,6,9,10,3.0,2015-12-03
14,CAR,DAL,14,10,8,6,16.7,2015-12-08
15,MIN,CGY,14,9,4,5,2.8,2016-04-09
16,WPG,CBJ,14,12,1,4,11.1,2015-10-31
17,CHI,BUF,14,15,2,7,6.7,2016-01-08
18,MTL,CGY,14,16,8,4,19.4,2015-10-30
19,TBL,DET,14,6,2,1,3.3,2015-11-03
20,SJS,MTL,14,17,13,9,16.7,2016-02-29
21,DET,FLA,14,9,10,5,16.7,2016-03-19
22,CGY,STL,14,19,11,5,16.7,2015-10-13
23,BUF,NJD,14,7,3,4,16.7,2016-04-05
24,NSH,DET,14,13,11,5,7.7,2015-12-26
25,COL,NSH,14,15,11,4,10.7,2016-04-05
26,LAK,VAN,14,10,3,7,13.2,2015-12-28
27,EDM,WPG,14,22,7,2,6.5,2016-03-06
28,MIN,CBJ,14,23,2,3,12.1,2016-01-05
29,FLA,COL,14,5,2,7,5.0,2016-03-03
30,CAR,ARI,14,12,5,12,27.8,2015-12-06
31,EDM,CGY,14,19,6,8,17.8,2015-10-17
32,VAN,CGY,14,14,4,2,2.9,2016-02-06
33,DAL,NYR,14,17,9,5,8.7,2016-01-05
34,CHI,NSH,14,19,7,6,16.7,2015-12-08
35,ANA,TOR,14,23,15,4,0.0,2016-01-06
36,CHI,MIN,13,6,2,4,3.1,2016-02-21
37,DET,NYR,13,7,11,5,6.1,2016-04-09
38,PIT,STL,13,6,4,7,5.3,2016-01-18
39,BUF,OTT,13,13,6,5,8.8,2016-03-18
40,DAL,NJD,13,5,4,4,6.5,2016-01-02
41,CHI,PIT,13,15,10,4,10.0,2016-01-05
42,PHI,CAR,13,10,4,14,2.7,2016-02-23
43,NJD,NSH,13,8,9,3,4.3,2015-10-13
44,CGY,SJS,13,10,13,7,2.1,2016-03-07
45,CAR,COL,13,6,8,5,11.5,2015-10-30
46,BUF,FLA,13,9,7,2,3.1,2016-01-05
47,CHI,SJS,13,15,9,7,0.0,2016-02-09
48,MIN,COL,13,13,2,15,11.4,2016-03-26
49,MIN,LAK,13,19,6,6,11.1,2016-03-22
0,BUF,CGY,13,16,7,4,17.1,2016-03-03
1,PIT,LAK,13,18,9,3,15.0,2015-12-05
2,ANA,CGY,13,14,2,10,4.8,2015-12-29
3,CHI,WPG,13,19,12,8,18.5,2016-04-01
4,DET,STL,13,6,7,4,3.3,2016-01-20
5,COL,STL,13,11,7,4,2.4,2016-01-22
6,BUF,NYR,13,13,5,10,5.6,2016-03-08
7,CGY,NYI,13,14,11,6,3.1,2016-02-25
8,EDM,COL,13,11,4,4,2.5,2015-12-19
9,PIT,MIN,13,10,8,8,9.4,2015-12-26
10,OTT,NSH,13,14,8,16,19.2,2015-11-10
11,TBL,BUF,13,18,7,5,18.2,2015-11-05
12,TBL,STL,13,10,5,6,0.0,2015-10-27
13,MIN,VAN,13,9,4,10,14.6,2015-12-15
14,CGY,COL,13,16,1,5,11.8,2016-01-02
15,MIN,NYI,13,6,8,4,3.2,2016-02-23
16,PIT,CBJ,13,13,2,1,9.7,2016-03-11
17,ARI,NSH,13,11,9,4,13.3,2015-12-01
18,STL,FLA,13,8,10,7,3.3,2015-12-01
19,STL,MIN,13,9,1,8,2.9,2015-12-31
20,CHI,COL,13,13,3,7,9.3,2015-12-31
21,ARI,SJS,13,16,4,3,0.0,2016-03-20
22,NYR,COL,13,10,1,3,6.1,2015-11-06
23,VAN,WPG,13,7,8,9,7.1,2016-03-14
24,LAK,MIN,13,9,4,2,2.6,2016-03-22
25,NJD,CBJ,13,16,0,3,10.0,2016-03-19
26,CHI,ARI,13,12,2,8,25.0,2015-12-29
27,DAL,BUF,13,12,15,8,9.4,2015-11-21
28,STL,SJS,13,9,3,7,3.7,2016-02-04
29,VAN,ARI,13,9,8,2,5.4,2016-01-04
30,DET,BOS,13,11,19,6,4.3,2015-11-14
31,MIN,OTT,13,12,13,5,8.0,2016-03-31
32,CHI,OTT,13,8,12,7,7.9,2015-12-03
33,COL,DAL,13,20,5,6,10.5,2016-04-07
34,MIN,TOR,13,16,5,6,3.6,2015-12-03
35,EDM,DET,13,24,12,8,10.7,2015-10-21
36,BUF,COL,13,8,0,10,3.6,2016-01-20
37,VAN,NYI,13,13,5,4,6.1,2016-03-01
38,SJS,NSH,13,11,9,7,6.7,2016-02-06
39,MTL,NJD,13,5,11,11,7.4,2015-11-27
40,COL,MIN,13,11,3,3,9.1,2016-03-01
41,CHI,MTL,13,21,15,0,6.1,2016-01-14
42,PIT,VAN,13,21,2,6,13.0,2015-11-04
43,MIN,DAL,12,14,5,9,7.5,2016-02-09
44,ARI,NJD,12,4,2,4,10.0,2015-10-20
45,DET,NYI,12,18,8,7,15.4,2016-01-25
46,FLA,CAR,12,7,14,8,23.8,2016-04-09
47,DET,CGY,12,16,2,4,6.9,2015-10-23
48,SJS,STL,12,26,2,8,9.4,2016-02-04
49,VAN,WSH,12,5,3,6,8.0,2015-10-22
0,SJS,COL,12,22,20,8,25.0,2016-01-26
1,MIN,CHI,12,20,7,5,18.8,2016-02-21
2,NJD,CBJ,12,9,6,1,9.1,2016-03-20
3,FLA,WPG,12,14,10,3,13.6,2016-03-01
4,CAR,NYR,12,9,13,5,8.3,2015-11-30
5,NSH,NJD,12,5,9,4,15.0,2015-10-13
6,CAR,VAN,12,5,5,8,7.1,2016-01-06
7,BUF,CBJ,12,7,14,4,12.1,2015-10-12
8,CHI,COL,12,10,7,5,17.1,2016-01-10
9,DET,NJD,12,9,5,3,6.9,2015-12-11
10,NJD,MIN,12,8,7,2,28.0,2016-03-17
11,MIN,CAR,12,8,5,8,6.3,2016-03-19
12,NJD,NYI,12,9,9,3,11.8,2015-10-31
13,FLA,CAR,12,15,3,11,11.1,2015-12-18
14,CGY,CAR,12,16,8,4,16.7,2016-02-03
15,WPG,CGY,12,17,11,10,5.0,2015-12-22
16,BUF,WSH,12,19,7,9,7.4,2015-12-30
17,NSH,BUF,12,3,6,11,3.4,2015-11-28
18,TOR,NJD,12,5,4,3,5.0,2016-04-09
19,SJS,ARI,12,21,16,8,14.3,2016-02-13
20,NYI,CBJ,12,13,2,1,15.8,2015-12-12
21,DAL,CAR,12,11,6,9,14.3,2015-11-06
22,VAN,CBJ,12,14,11,3,2.6,2016-02-04
23,NJD,DET,12,4,4,8,7.9,2015-12-11
24,CGY,CBJ,12,9,20,7,3.2,2016-02-05
25,MIN,BUF,12,11,9,1,6.7,2016-03-05
26,NJD,VAN,12,14,6,6,13.6,2015-11-22
27,SJS,VAN,12,18,3,6,10.0,2016-03-03
28,CHI,DAL,12,18,9,5,19.2,2016-02-06
29,CBJ,NJD,12,3,2,4,8.0,2015-11-25
30,COL,BUF,12,12,2,3,5.7,2016-01-20
31,PHI,CBJ,12,18,3,1,6.1,2016-03-22
32,MIN,WPG,12,14,4,3,3.4,2016-04-03
33,CHI,STL,12,18,4,6,5.7,2016-03-09
34,BOS,ARI,12,18,6,7,22.2,2015-10-27
35,NYI,OTT,12,13,14,9,13.0,2016-03-23
36,LAK,CGY,12,18,4,11,16.7,2015-12-31
37,NJD,COL,12,10,1,5,0.0,2016-01-14
38,NSH,CHI,12,13,15,5,2.6,2016-01-19
39,OTT,BUF,12,16,5,1,3.0,2016-03-18
40,MIN,TBL,11,8,3,7,4.0,2015-11-07
41,MTL,BUF,11,14,4,0,26.9,2015-10-23
42,MTL,CBJ,11,12,7,2,5.9,2016-01-25
43,SJS,WSH,11,20,8,4,15.6,2015-10-13
44,VAN,TBL,11,9,6,9,8.7,2016-01-09
45,CHI,NYR,11,16,9,3,25.0,2016-02-17
46,SJS,CGY,11,13,11,13,11.9,2016-02-11
47,MIN,COL,11,8,2,8,6.8,2015-12-05
48,CHI,MIN,11,13,6,11,3.2,2015-12-01
49,CHI,PIT,11,12,10,5,8.1,2016-01-06
0,CGY,DET,11,21,5,5,7.5,2015-10-23
1,BOS,CGY,11,21,8,4,10.5,2015-12-04
2,CHI,ANA,11,17,12,7,9.4,2015-11-27
3,ARI,NSH,11,8,10,5,11.1,2016-04-07
4,DAL,BUF,11,14,5,8,10.3,2015-11-17
5,SJS,ARI,11,13,19,13,3.1,2016-04-09
6,PHI,MIN,11,10,5,8,11.1,2016-01-07
7,WSH,VAN,11,13,2,5,8.6,2015-10-22
8,CGY,BOS,11,15,13,7,13.5,2015-12-04
9,CBJ,NJD,11,11,5,13,3.6,2016-03-20
10,FLA,WSH,11,16,5,7,26.3,2016-02-02
11,TBL,NJD,11,7,6,4,18.2,2016-04-07
12,SJS,ARI,11,16,2,1,3.6,2016-03-17
13,PIT,NYI,11,15,7,10,15.2,2016-04-02
14,CHI,MTL,11,20,9,5,15.2,2016-01-17
15,STL,COL,11,14,2,12,12.8,2016-04-03
16,STL,VAN,11,10,8,3,12.5,2015-10-16
17,DET,STL,11,16,3,6,12.5,2015-11-21
18,NJD,OTT,11,17,10,8,12.5,2015-10-22
19,CAR,BUF,11,7,5,9,3.6,2015-11-27
20,PIT,BUF,11,12,5,0,12.9,2016-02-21
21,DET,BUF,11,7,4,6,17.4,2016-01-02
22,MIN,CHI,11,15,7,8,16.7,2015-10-30
23,CGY,CBJ,11,17,2,3,14.8,2016-01-21
24,VAN,MIN,11,14,6,4,10.7,2015-11-25
25,OTT,WSH,11,12,10,9,3.0,2016-01-10
26,NYR,VAN,11,13,7,4,3.0,2015-12-09
27,TBL,DET,11,17,4,4,4.8,2015-10-13
28,DAL,WPG,11,22,14,6,18.5,2016-02-23
29,SJS,STL,11,13,2,7,18.2,2016-02-22
30,CHI,DET,11,12,8,4,15.2,2016-03-02
31,OTT,CBJ,11,13,0,3,25.9,2015-10-14
32,CHI,COL,11,15,3,9,4.8,2016-02-02
33,CHI,MIN,11,13,3,0,5.3,2016-03-29
34,BOS,DAL,11,9,8,1,16.7,2016-02-20
35,CHI,STL,11,10,5,3,11.6,2015-11-04
36,CAR,MIN,11,9,10,20,5.1,2015-11-12
37,CHI,ARI,10,13,4,6,18.8,2016-04-05
38,PIT,NJD,10,7,3,2,20.0,2016-03-06
39,COL,WSH,10,20,5,5,10.5,2016-04-01
40,CAR,BUF,10,13,4,6,6.7,2016-03-12
41,CAR,CBJ,10,20,3,7,13.3,2016-01-09
42,OTT,CGY,10,10,9,13,23.1,2016-02-27
43,VAN,BUF,10,5,4,1,5.4,2015-11-07
44,NYI,BUF,10,15,1,1,6.1,2015-12-31
45,DET,BUF,10,17,6,12,10.3,2016-03-28
46,DAL,WSH,10,19,8,5,9.7,2015-11-19
47,STL,VAN,10,16,2,6,6.0,2016-03-19
48,VAN,NSH,10,14,4,5,3.4,2016-01-26
49,MIN,DAL,10,17,6,8,8.3,2015-11-14
0,CAR,STL,10,8,4,9,14.3,2016-01-14
1,MIN,CGY,10,18,8,7,20.8,2016-02-17
2,MIN,ANA,10,18,12,14,10.0,2015-10-24
3,STL,COL,10,19,3,8,2.9,2016-01-22
4,NJD,BUF,10,18,2,4,9.5,2015-12-15
5,NYR,CBJ,10,20,3,0,13.3,2016-04-04
6,CHI,CBJ,10,7,5,3,15.4,2016-04-09
7,SJS,CGY,10,19,4,4,8.7,2016-03-07
8,OTT,DAL,10,15,7,8,35.0,2015-11-24
9,NJD,CBJ,10,8,3,2,3.8,2016-02-25
10,TOR,CGY,10,13,7,14,19.2,2016-03-21
11,TBL,NSH,10,14,5,7,13.8,2015-10-20
12,EDM,MIN,10,14,4,4,12.0,2015-10-27
13,MIN,NSH,10,13,8,9,9.1,2015-12-19
14,TOR,FLA,10,4,5,12,17.2,2016-03-29
15,ARI,CBJ,10,2,3,1,6.9,2015-11-14
16,NSH,WPG,10,9,10,8,2.3,2016-01-05
17,FLA,MTL,10,15,16,6,21.1,2016-04-05
18,BUF,CBJ,10,15,1,2,11.4,2016-02-19
19,CAR,CGY,10,15,11,19,13.9,2016-01-24
20,DAL,CBJ,10,16,5,2,7.0,2015-12-29
21,PHI,COL,10,18,1,4,9.1,2016-03-24
22,VAN,DET,10,9,10,7,6.3,2015-10-24
23,SJS,COL,10,8,0,7,12.5,2015-11-01
24,VAN,CAR,10,7,4,8,14.3,2016-01-06
25,CHI,VAN,10,10,7,4,10.3,2015-11-21
26,COL,CAR,10,15,2,7,0.0,2015-10-21
27,SJS,WPG,10,21,8,4,14.8,2016-01-12
28,ARI,VAN,10,16,5,5,10.3,2016-01-04
29,TBL,CAR,10,12,8,13,12.9,2015-11-01
30,COL,VAN,10,2,2,4,2.6,2016-02-21
31,DET,MIN,9,5,3,9,3.4,2015-12-28
32,MTL,VAN,9,9,5,3,3.8,2015-10-27
33,MIN,EDM,9,15,11,8,3.3,2016-03-10
34,VAN,CGY,9,22,4,7,7.1,2016-02-19
35,CAR,CHI,9,12,10,23,12.5,2016-01-26
36,SJS,CGY,9,18,5,7,27.8,2016-01-11
37,FLA,TOR,9,23,11,13,12.5,2016-03-17
38,CBJ,SJS,9,21,2,2,9.7,2015-11-22
39,DAL,ARI,9,9,3,2,7.7,2016-02-18
40,FLA,CBJ,9,13,5,2,9.7,2016-02-27
41,WSH,CBJ,9,15,5,3,12.1,2016-01-02
42,VAN,NYR,9,16,5,4,8.0,2015-12-09
43,SJS,VAN,9,13,3,5,14.3,2016-02-28
44,EDM,VAN,9,10,6,5,3.0,2015-12-26
45,COL,BUF,9,13,3,1,2.9,2016-02-14
46,DET,BUF,9,11,7,3,6.7,2016-01-22
47,CAR,PHI,9,10,9,22,16.7,2016-02-23
48,NSH,CGY,9,12,6,7,8.3,2016-01-27
49,TBL,BOS,9,10,7,8,26.1,2015-10-12
0,NSH,CGY,9,21,5,7,4.5,2015-12-15
1,CHI,DAL,9,22,16,4,0.0,2015-12-22
2,NYR,CGY,9,12,7,4,13.8,2015-12-12
3,MIN,CGY,9,23,1,11,20.7,2016-03-24
4,MIN,VAN,9,17,2,4,14.7,2016-02-15
5,CHI,TBL,8,11,4,6,5.6,2016-01-21
6,SJS,CGY,8,16,8,12,6.1,2015-12-08
7,VAN,WSH,8,19,9,8,3.3,2016-01-14
8,DAL,EDM,8,14,12,6,2.3,2015-12-04
9,MIN,COL,8,10,2,4,5.0,2015-12-07
10,CHI,TOR,8,12,9,14,13.8,2016-01-15
11,EDM,CGY,8,15,8,2,9.7,2015-12-27
12,CHI,BUF,8,13,2,2,7.1,2015-12-19
13,CGY,MIN,8,17,8,4,8.0,2016-04-09
14,FLA,BUF,8,12,7,3,18.5,2016-01-05
15,VAN,COL,8,13,5,9,10.7,2016-02-09
16,FLA,CGY,8,11,9,5,0.0,2016-01-13
17,CAR,NJD,8,6,3,5,7.1,2015-12-29
18,NJD,VAN,8,11,5,6,14.3,2015-11-08
19,CAR,COL,8,17,1,8,5.3,2015-10-21
20,VAN,PIT,8,9,8,7,10.0,2015-11-04
21,CAR,FLA,8,6,14,8,7.1,2016-04-09
22,TBL,NJD,8,6,7,0,11.1,2016-02-26
23,DAL,CGY,7,17,18,13,10.3,2015-12-01
24,MIN,MTL,7,23,5,11,9.1,2015-12-22
25,CHI,MIN,7,18,2,7,13.8,2015-10-30
26,NJD,TOR,7,12,2,6,13.9,2016-04-09
27,DET,SJS,7,14,7,2,8.0,2016-01-07
28,MIN,NSH,7,15,6,4,0.0,2016-01-16
29,CHI,DAL,7,9,12,3,8.7,2016-03-11
30,MTL,BUF,7,8,1,1,13.3,2016-02-12
31,VAN,NJD,7,4,3,4,9.7,2015-11-08
32,CGY,VAN,7,8,15,13,16.3,2016-04-07
33,ARI,CGY,7,14,7,11,6.1,2016-01-07
34,SJS,CBJ,7,15,2,3,17.2,2015-11-22
35,CAR,CGY,7,11,8,9,3.4,2016-02-03
36,CHI,STL,6,5,0,5,14.8,2015-11-14
37,CGY,COL,6,6,0,5,12.0,2015-11-03
